sub_chapter_name,hsn,rate,chapter_name,sub_category_name,category_name
"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER ",HSN 4203 29 20,18,"Chapter 42 : Articles of leather; saddlery and harness;travel goods,handbags and similar containers;articles of animal gut (other than silk-worm gut)",Other gloves,Other: 
"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER ",HSN 4203 30 00,18,"Chapter 42 : Articles of leather; saddlery and harness;travel goods,handbags and similar containers;articles of animal gut (other than silk-worm gut)",Belts and bandoliers,Other: 
"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER ",HSN 4203 21 20,12,"Chapter 42 : Articles of leather; saddlery and harness;travel goods,handbags and similar containers;articles of animal gut (other than silk-worm gut)",Mittens and mitts,Specially designed for use in sports: 
"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER ",HSN 4203 29 10,18,"Chapter 42 : Articles of leather; saddlery and harness;travel goods,handbags and similar containers;articles of animal gut (other than silk-worm gut)",Gloves for use in industry,Other: 
"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER ",HSN 4203 10 90,,"Chapter 42 : Articles of leather; saddlery and harness;travel goods,handbags and similar containers;articles of animal gut (other than silk-worm gut)",Other,Articles of apparel: 
"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER ",HSN 4203 10 10,18,"Chapter 42 : Articles of leather; saddlery and harness;travel goods,handbags and similar containers;articles of animal gut (other than silk-worm gut)",Jackets and jerseys,Articles of apparel: 
"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER ",HSN 4203 40 20,18,"Chapter 42 : Articles of leather; saddlery and harness;travel goods,handbags and similar containers;articles of animal gut (other than silk-worm gut)",Semi-chrome grain garments,Other clothing accessories: 
"TRUNKS, SUIT-CASES, VANITY-CASES, EXECUTIVE-CASES, BRIEF-CASES, SCHOOL SATCHELS, SPECTACLE CASES, BINOCULAR CASES, CAMERA CASES, MUSICAL INSTRUMENT CASES, GUN CASES, HOLSTERS AND SIMILAR CONTAINERS; TRAVELLING-BAGS, INSULATED FOOD OR BEVERAGES BAGS, TOILET BAGS, RUCKSACKS, HANDBAGS, SHOPPING-BAGS, WALLETS, PURSES, MAP-CASES, CIGARETTE-CASES, TOBACCO- POUCHES, TOOL BAGS, SPORTS BAGS, BOTTLE CASES, JEWELLERY BOXES, POWDER-BOXES, CUTLERY CASES AND SIMILAR CONTAINERS, OF LEATHER OR OF COMPOSITION LEATHER, OF SHEETING OF PLASTICS, OF TEXTILE MATERIALS, OF VULCANISED FIBRE OR OF PAPERBOARD, OR WHOLLY OR MAINLY COVERED WITH SUCH MATERIALS OR WITH PAPER ",HSN 4202 92 00,18,"Chapter 42 : Articles of leather; saddlery and harness;travel goods,handbags and similar containers;articles of animal gut (other than silk-worm gut)",With outer surface of sheeting of plastics or of textile materials,With outer surface of leather or of composition leather: 
"UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, OTHER THAN THAT OF HEADING 4802 OR 4803 ",HSN 4804 41 00,5,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Unbleached,Other kraft paper and paperboard weighing more than 150 g/m2 but less than 225 g/m2: 
"UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, OTHER THAN THAT OF HEADING 4802 OR 4803 ",HSN 4804 42 00,12,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Bleached uniformly throughout the mass and of which more than 95% by weight of the total fibre content consists of wood fibres obtained by a chemical process,Other kraft paper and paperboard weighing more than 150 g/m2 but less than 225 g/m2: 
"COMPOSITION LEATHER WITH A BASIS OF LEATHER OR LEATHER FIBER, IN SLABS, SHEETS OR STRIP, WHETHER OR NOT IN ROLLS; PARINGS AND OTHER WASTE OF LEATHER OR OF COMPOSITION LEATHER, NOT SUITABLE FOR THE MANUFACTURE OF LEATHER ARTICLES; LEATHER DUST, POWDER AND FLOUR ",HSN 4115 10 00,5,Chapter 41 : Raw Hides and Skins (other than Fur skins) and Leather,"Composition leather with a basis of leather or leather fiber , in slabs, sheets or strip, whether or not in rolls",
"TRUNKS, SUIT-CASES, VANITY-CASES, EXECUTIVE-CASES, BRIEF-CASES, SCHOOL SATCHELS, SPECTACLE CASES, BINOCULAR CASES, CAMERA CASES, MUSICAL INSTRUMENT CASES, GUN CASES, HOLSTERS AND SIMILAR CONTAINERS; TRAVELLING-BAGS, INSULATED FOOD OR BEVERAGES BAGS, TOILET BAGS, RUCKSACKS, HANDBAGS, SHOPPING-BAGS, WALLETS, PURSES, MAP-CASES, CIGARETTE-CASES, TOBACCO- POUCHES, TOOL BAGS, SPORTS BAGS, BOTTLE CASES, JEWELLERY BOXES, POWDER-BOXES, CUTLERY CASES AND SIMILAR CONTAINERS, OF LEATHER OR OF COMPOSITION LEATHER, OF SHEETING OF PLASTICS, OF TEXTILE MATERIALS, OF VULCANISED FIBRE OR OF PAPERBOARD, OR WHOLLY OR MAINLY COVERED WITH SUCH MATERIALS OR WITH PAPER ",HSN 4202 99 00,,"Chapter 42 : Articles of leather; saddlery and harness;travel goods,handbags and similar containers;articles of animal gut (other than silk-worm gut)",Other,With outer surface of leather or of composition leather: 
"GLANDS AND OTHER ORGANS FOR ORGANO-THERAPEUTIC USES, DRIED, WHETHER OR NOT POWDERED; EXTRACTS OF GLANDS OR OTHER ORGANS OR OF THEIR SECRETIONS FOR ORGANO- THERAPEUTIC USES; HEPARIN AND ITS SALTS; OTHER HUMAN OR ANIMAL SUBSTANCES PREPARED FOR THERAPEUTIC OR PROPHYLACTIC USES, NOTELSEWHERE SPECIFIED OR INCLUDED ",HSN 3001 20 10,12,Chapter 30 : Pharmaceutical products,Liquid extracts of liver,Extracts of glands or other organs or of their secretions: 
"COMPOSITION LEATHER WITH A BASIS OF LEATHER OR LEATHER FIBER, IN SLABS, SHEETS OR STRIP, WHETHER OR NOT IN ROLLS; PARINGS AND OTHER WASTE OF LEATHER OR OF COMPOSITION LEATHER, NOT SUITABLE FOR THE MANUFACTURE OF LEATHER ARTICLES; LEATHER DUST, POWDER AND FLOUR ",HSN 4115 20 90,,Chapter 41 : Raw Hides and Skins (other than Fur skins) and Leather,Other,"Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles ; leather dust, powder and flour: "
"UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, OTHER THAN THAT OF HEADING 4802 OR 4803 ",HSN 4804 39 00,,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Other,Other kraft paper and paperboard weighing 150 g/m2 or less: 
"COMPOSITION LEATHER WITH A BASIS OF LEATHER OR LEATHER FIBER, IN SLABS, SHEETS OR STRIP, WHETHER OR NOT IN ROLLS; PARINGS AND OTHER WASTE OF LEATHER OR OF COMPOSITION LEATHER, NOT SUITABLE FOR THE MANUFACTURE OF LEATHER ARTICLES; LEATHER DUST, POWDER AND FLOUR ",HSN 4115 20 10,5,Chapter 41 : Raw Hides and Skins (other than Fur skins) and Leather,Cuttings of leather,"Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles ; leather dust, powder and flour: "
"UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, OTHER THAN THAT OF HEADING 4802 OR 4803 ",HSN 4804 29 00,,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Other,Sack kraft paper: 
"UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, OTHER THAN THAT OF HEADING 4802 OR 4803 ",HSN 4804 21 00,5,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Unbleached,Sack kraft paper: 
"UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, OTHER THAN THAT OF HEADING 4802 OR 4803 ",HSN 4804 19 00,,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Other,Kraftliner: 
"UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, OTHER THAN THAT OF HEADING 4802 OR 4803 ",HSN 4804 31 00,5,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Unbleached,Other kraft paper and paperboard weighing 150 g/m2 or less: 
"UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARD AND PUNCH TAPE PAPER , IN ROLLS OR RECTANGULAR (INCLUDING SQUARE)SHEETS OF ANY SIZE, OTHER THAN PAPER OF HEADING 4801 OR 4803; HAND- MADE PAPER AND PAPERBOARD ",HSN 4802 69 60,12,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard","Paper for security printing, currency paper, stamp paper",Other: 
"UNCOATED KRAFT PAPER AND PAPERBOARD, IN ROLLS OR SHEETS, OTHER THAN THAT OF HEADING 4802 OR 4803 ",HSN 4804 11 00,5,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Unbleached,Kraftliner: 
"UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARD AND PUNCH TAPE PAPER , IN ROLLS OR RECTANGULAR (INCLUDING SQUARE)SHEETS OF ANY SIZE, OTHER THAN PAPER OF HEADING 4801 OR 4803; HAND- MADE PAPER AND PAPERBOARD ",HSN 4802 69 90,,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Other,Other: 
"UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARD AND PUNCH TAPE PAPER , IN ROLLS OR RECTANGULAR (INCLUDING SQUARE)SHEETS OF ANY SIZE, OTHER THAN PAPER OF HEADING 4801 OR 4803; HAND- MADE PAPER AND PAPERBOARD ",HSN 4802 69 50,12,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Automatic data processing machine paper,Other: 
"UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARD AND PUNCH TAPE PAPER , IN ROLLS OR RECTANGULAR (INCLUDING SQUARE)SHEETS OF ANY SIZE, OTHER THAN PAPER OF HEADING 4801 OR 4803; HAND- MADE PAPER AND PAPERBOARD ",HSN 4802 69 40,12,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Account book paper,Other: 
"TOILET OR FACIAL TISSUE STOCK, TOWEL OR NAPKIN STOCK AND SIMILAR PAPER OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, WHETHER OR NOT CREPED, CRINKLED, EMBOSSED, PERFORATED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR SHEETS ",HSN 4803 00 10,18,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",In commercial size rolls of width size 36 cm and above,"Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes, cellulose wadding and webs of cellulose fibres, whether or not creped, crinkled, embossed, perforated, surface-coloured, surface- decorated or printed, in rolls or sheets: "
"TOILET OR FACIAL TISSUE STOCK, TOWEL OR NAPKIN STOCK AND SIMILAR PAPER OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, WHETHER OR NOT CREPED, CRINKLED, EMBOSSED, PERFORATED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR SHEETS ",HSN 4803 00 90,,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Other,"Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes, cellulose wadding and webs of cellulose fibres, whether or not creped, crinkled, embossed, perforated, surface-coloured, surface- decorated or printed, in rolls or sheets: "
"UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARD AND PUNCH TAPE PAPER , IN ROLLS OR RECTANGULAR (INCLUDING SQUARE)SHEETS OF ANY SIZE, OTHER THAN PAPER OF HEADING 4801 OR 4803; HAND- MADE PAPER AND PAPERBOARD ",HSN 4802 69 30,12,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Printing paper dyed or marbled in mass,Other: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 69 10,18,Chapter 39 : Plastics and articles thereof,"Poly (vinyl fluoride), in one of the forms mentioned in Note 6(b) to this Chapter",Other: 
"UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARD AND PUNCH TAPE PAPER , IN ROLLS OR RECTANGULAR (INCLUDING SQUARE)SHEETS OF ANY SIZE, OTHER THAN PAPER OF HEADING 4801 OR 4803; HAND- MADE PAPER AND PAPERBOARD ",HSN 4802 62 90,,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Other,In sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state: 
"POLYMERS OF VINYL ACETATE OR OF OTHER VINYL ESTERS, IN PRIMARY FORMS; OTHER VINYL POLYMERS IN PRIMARY FORMS ",HSN 3905 12 20,18,Chapter 39 : Plastics and articles thereof,Poly(vinyl acetate) resins,In aqueous dispersion: 
"POLYMERS OF VINYL ACETATE OR OF OTHER VINYL ESTERS, IN PRIMARY FORMS; OTHER VINYL POLYMERS IN PRIMARY FORMS ",HSN 3905 12 10,18,Chapter 39 : Plastics and articles thereof,"Poly(vinyl acetate) (PVA), moulding material",In aqueous dispersion: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 69 90,,Chapter 39 : Plastics and articles thereof,Other,Other: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 50 90,,Chapter 39 : Plastics and articles thereof,Other,Vinylidene chloride polymers: 
"UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARD AND PUNCH TAPE PAPER , IN ROLLS OR RECTANGULAR (INCLUDING SQUARE)SHEETS OF ANY SIZE, OTHER THAN PAPER OF HEADING 4801 OR 4803; HAND- MADE PAPER AND PAPERBOARD ",HSN 4802 69 20,12,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Poster paper,Other: 
"UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH CARD AND PUNCH TAPE PAPER , IN ROLLS OR RECTANGULAR (INCLUDING SQUARE)SHEETS OF ANY SIZE, OTHER THAN PAPER OF HEADING 4801 OR 4803; HAND- MADE PAPER AND PAPERBOARD ",HSN 4802 69 10,12,"Chapter 48 : Paper and paperboard;articles of paper pulp, of paper or of paperboard",Drawing paper,Other: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 90 00,,Chapter 39 : Plastics and articles thereof,Other,Other: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 40 00,18,Chapter 39 : Plastics and articles thereof,Other Vinyl chloride copolymers,Vinyl chloride-vinyl acetate copolymers: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 50 10,18,Chapter 39 : Plastics and articles thereof,"Copolymer of vinylidene chloride with acrylonitrite, in the form of expansible beads of a diameter of 4 micrometers or more but not more than 20 micrometers",Vinylidene chloride polymers: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 61 00,18,Chapter 39 : Plastics and articles thereof,Polytetrafluroethylene,Fluro-polymers: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 30 90,,Chapter 39 : Plastics and articles thereof,Other,Vinyl chloride-vinyl acetate copolymers: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 30 10,18,Chapter 39 : Plastics and articles thereof,Poly (vinyl derivatives),Vinyl chloride-vinyl acetate copolymers: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 22 90,,Chapter 39 : Plastics and articles thereof,Other,Plasticised: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 22 10,18,Chapter 39 : Plastics and articles thereof,Poly (vinyl chloride) (PVC) Resins (emulsion grade),Plasticised: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 21 90,,Chapter 39 : Plastics and articles thereof,Other,Non-plasticised: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 10 90,,Chapter 39 : Plastics and articles thereof,Other,"Poly (vinyl chloride), not mixed with any other substances: "
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 21 10,18,Chapter 39 : Plastics and articles thereof,Poly (vinyl chloride) resins,Non-plasticised: 
"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS ",HSN 3904 10 10,18,Chapter 39 : Plastics and articles thereof,Binders for pigments,"Poly (vinyl chloride), not mixed with any other substances: "
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 42 90,,Chapter 37 : Photographic or cinematographic goods,Other,"Of a width exceeding 610 mm and of a length exceeding 200 m, other than for colour photography: "
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 41 90,,Chapter 37 : Photographic or cinematographic goods,Other,"Of a width exceeding 610 mm and of a length exceeding 200 m, for colour photography (Polychrome): "
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 41 10,18,Chapter 37 : Photographic or cinematographic goods,Cinematographic film,"Of a width exceeding 610 mm and of a length exceeding 200 m, for colour photography (Polychrome): "
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 42 10,18,Chapter 37 : Photographic or cinematographic goods,Photographic film of a width 620 mm in rolls,"Of a width exceeding 610 mm and of a length exceeding 200 m, other than for colour photography: "
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 42 20,18,Chapter 37 : Photographic or cinematographic goods,Cinematographic film,"Of a width exceeding 610 mm and of a length exceeding 200 m, other than for colour photography: "
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 43 10,18,Chapter 37 : Photographic or cinematographic goods,Photographic films (Black and White) of a width 620 mm,Of a width exceeding 610 mm and of a length not exceeding 200 m: 
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 39 10,18,Chapter 37 : Photographic or cinematographic goods,Cinematographic film,Other: 
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 32 90,,Chapter 37 : Photographic or cinematographic goods,Other,"Other, with silver halide emulsion: "
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 39 90,,Chapter 37 : Photographic or cinematographic goods,Other,Other: 
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 32 10,18,Chapter 37 : Photographic or cinematographic goods,Cinematographic film,"Other, with silver halide emulsion: "
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 31 90,,Chapter 37 : Photographic or cinematographic goods,Other,For colour photography (Polychrome): 
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 31 10,18,Chapter 37 : Photographic or cinematographic goods,Cinematographic film,For colour photography (Polychrome): 
"PHOTOGRAPHIC FILM IN ROLLS, SENSITISED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITISED, UNEXPOSED ",HSN 3702 10 00,18,Chapter 37 : Photographic or cinematographic goods,For X-ray,
