chapter_name,sub_chapter_name,category_name,sub_category_name,hsn,rate
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Other ,Paper impregnated or coated with insecticides such as D.D.T coated paper,HSN 3808 91 92,18
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Other ,"Repellants for insects such as flies, mosquito",HSN 3808 91 91,18
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Insecticides: ,Synthetic pyrethrum,HSN 3808 91 37,18
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Insecticides: ,"Cipermethrin, technical grade",HSN 3808 91 35,18
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Insecticides: ,Allethrin,HSN 3808 91 36,18
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Insecticides: ,Isoproturon,HSN 3808 91 33,18
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Insecticides: ,Fenthion,HSN 3808 91 34,18
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Insecticides: ,"Endosulphan, technical grade",HSN 3808 91 31,18
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Insecticides: ,Quinal phos,HSN 3808 91 32,18
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Insecticides: ,"Dimethoate, technical grade",HSN 3808 91 23,18
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Insecticides: ,Diaginal,HSN 3808 91 21,18
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Insecticides: ,Methyl bromide,HSN 3808 91 22,18
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS CONTAINING TWO OR THREE OF THE FERTILISING ELEMENTS NITROGEN, PHOSPHORUS AND POTASSIUM; OTHER FERTILISERS; GOODS OF THIS CHAPTER IN TABLETS OR SIMILAR FORMS OR IN PACKAGES OF A GROSS WEIGHT NOT EXCEEDING 10 KG ",Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus: ,Other,HSN 3105 59 00,
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS CONTAINING TWO OR THREE OF THE FERTILISING ELEMENTS NITROGEN, PHOSPHORUS AND POTASSIUM; OTHER FERTILISERS; GOODS OF THIS CHAPTER IN TABLETS OR SIMILAR FORMS OR IN PACKAGES OF A GROSS WEIGHT NOT EXCEEDING 10 KG ",Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus: ,Containing nitrates and phosphates,HSN 3105 51 00,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS CONTAINING TWO OR THREE OF THE FERTILISING ELEMENTS NITROGEN, PHOSPHORUS AND POTASSIUM; OTHER FERTILISERS; GOODS OF THIS CHAPTER IN TABLETS OR SIMILAR FORMS OR IN PACKAGES OF A GROSS WEIGHT NOT EXCEEDING 10 KG ",Other: ,Mineral or chemical fertilisers containing two fertilising elements namely nitrogen and potassium,HSN 3105 90 10,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS CONTAINING TWO OR THREE OF THE FERTILISING ELEMENTS NITROGEN, PHOSPHORUS AND POTASSIUM; OTHER FERTILISERS; GOODS OF THIS CHAPTER IN TABLETS OR SIMILAR FORMS OR IN PACKAGES OF A GROSS WEIGHT NOT EXCEEDING 10 KG ",Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus: ,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium,HSN 3105 60 00,12
Chapter 38 : Miscellaneous chemical products,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI- SPROUTING PRODUCTS AND PLANT- GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS,WICKS AND CANDLES, AND FLY- PAPERS) ",Insecticides: ,Melathion,HSN 3808 91 24,18
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS CONTAINING TWO OR THREE OF THE FERTILISING ELEMENTS NITROGEN, PHOSPHORUS AND POTASSIUM; OTHER FERTILISERS; GOODS OF THIS CHAPTER IN TABLETS OR SIMILAR FORMS OR IN PACKAGES OF A GROSS WEIGHT NOT EXCEEDING 10 KG ",,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus and potassium",HSN 3105 20 00,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS CONTAINING TWO OR THREE OF THE FERTILISING ELEMENTS NITROGEN, PHOSPHORUS AND POTASSIUM; OTHER FERTILISERS; GOODS OF THIS CHAPTER IN TABLETS OR SIMILAR FORMS OR IN PACKAGES OF A GROSS WEIGHT NOT EXCEEDING 10 KG ",,Ammonium dihydrogenortho phosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogen orthophosphate (diammonium phosphate),HSN 3105 40 00,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, POTASSIC ",,Other,HSN 3104 90 00,
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS CONTAINING TWO OR THREE OF THE FERTILISING ELEMENTS NITROGEN, PHOSPHORUS AND POTASSIUM; OTHER FERTILISERS; GOODS OF THIS CHAPTER IN TABLETS OR SIMILAR FORMS OR IN PACKAGES OF A GROSS WEIGHT NOT EXCEEDING 10 KG ",,Goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg,HSN 3105 10 00,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, POTASSIC ",,Potassium sulphate,HSN 3104 30 00,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, POTASSIC ",,Potassium chloride,HSN 3104 20 00,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, PHOSPHATIC ",,Other,HSN 3103 90 00,
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, PHOSPHATIC ",,Other,HSN 3103 19 00,
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, NITROGENOUS ","Other, including mixtures not specified in the foregoing sub-headings: ",Double salt or mixtures of calcium nitrate and magnesium nitrate,HSN 3102 90 10,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, PHOSPHATIC ",,Containing by weight 35 % or more of diphosphorus pentaoxide (P2O5),HSN 3103 11 00,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, NITROGENOUS ",Other: ,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution,HSN 3102 80 00,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS CONTAINING TWO OR THREE OF THE FERTILISING ELEMENTS NITROGEN, PHOSPHORUS AND POTASSIUM; OTHER FERTILISERS; GOODS OF THIS CHAPTER IN TABLETS OR SIMILAR FORMS OR IN PACKAGES OF A GROSS WEIGHT NOT EXCEEDING 10 KG ",,Diammonium hydrogen ortho phosphate (diammonium phosphate),HSN 3105 30 00,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, NITROGENOUS ","Other, including mixtures not specified in the foregoing sub-headings: ",Other,HSN 3102 90 90,
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, NITROGENOUS ",Other: ,Double salts and mixtures of calcium nitrate and ammonium nitrate,HSN 3102 60 00,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, NITROGENOUS ",Other: ,Sodium nitrate,HSN 3102 50 00,12
Chapter 31 : Fertilisers,"MINERAL OR CHEMICAL FERTILISERS, NITROGENOUS ",Other: ,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances,HSN 3102 40 00,12
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED. SYNTHETIC ORGANIC COLOURING MATTER AND PREPARATIONS BASED THEREON AS SPECIFIED IN NOTE 3 TO THIS CHAPTER: ",Disperse Orange: ,Other,HSN 3204 11 29,
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN (INCLUDING DYEING EXTRACTS BUT EXCLUDING ANIMAL BLACK), WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN ",preparations as specified in Note 3 to this Chapter based on colouring matter of vegetable or animal origin: ,Other,HSN 3203 00 90,
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN (INCLUDING DYEING EXTRACTS BUT EXCLUDING ANIMAL BLACK), WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN ",preparations as specified in Note 3 to this Chapter based on colouring matter of vegetable or animal origin: ,Food colours other than synthetic,HSN 3203 00 20,18
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED. SYNTHETIC ORGANIC COLOURING MATTER AND PREPARATIONS BASED THEREON AS SPECIFIED IN NOTE 3 TO THIS CHAPTER: ",Disperse Red: ,Disperse Red 3 (Serisol Fast Pink B),HSN 3204 11 31,18
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN (INCLUDING DYEING EXTRACTS BUT EXCLUDING ANIMAL BLACK), WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN ",preparations as specified in Note 3 to this Chapter based on colouring matter of vegetable or animal origin: ,Lac-dye,HSN 3203 00 30,18
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED. SYNTHETIC ORGANIC COLOURING MATTER AND PREPARATIONS BASED THEREON AS SPECIFIED IN NOTE 3 TO THIS CHAPTER: ",Disperse Yellow: ,Disperse yellow 13 (Duranol Brill yellow 6 G),HSN 3204 11 11,18
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED. SYNTHETIC ORGANIC COLOURING MATTER AND PREPARATIONS BASED THEREON AS SPECIFIED IN NOTE 3 TO THIS CHAPTER: ",Disperse Yellow: ,Other,HSN 3204 11 19,
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED. SYNTHETIC ORGANIC COLOURING MATTER AND PREPARATIONS BASED THEREON AS SPECIFIED IN NOTE 3 TO THIS CHAPTER: ",Disperse Orange: ,Disperse orange 11 (Duranol orange G),HSN 3204 11 21,18
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN (INCLUDING DYEING EXTRACTS BUT EXCLUDING ANIMAL BLACK), WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN ",preparations as specified in Note 3 to this Chapter based on colouring matter of vegetable or animal origin: ,Natural indigo,HSN 3203 00 40,18
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN (INCLUDING DYEING EXTRACTS BUT EXCLUDING ANIMAL BLACK), WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN ",preparations as specified in Note 3 to this Chapter based on colouring matter of vegetable or animal origin: ,Cutch (Catechu) extracts,HSN 3203 00 10,18
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","SYNTHETIC ORGANIC TANNING SUBSTANCES; INORGANIC TANNING SUBSTANCES; TANNING PREPARATIONS,WHETHER OR NOT CONTAINING NATURAL TANNING SUBSTANCES; ENZYMATIC PREPARATIONS FOR PRE-TANNING ",Other: ,"Tanning preparations, whether or not containing natural tanning substances",HSN 3202 90 20,18
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","SYNTHETIC ORGANIC TANNING SUBSTANCES; INORGANIC TANNING SUBSTANCES; TANNING PREPARATIONS,WHETHER OR NOT CONTAINING NATURAL TANNING SUBSTANCES; ENZYMATIC PREPARATIONS FOR PRE-TANNING ",Other: ,Inorganic tanning substances,HSN 3202 90 10,18
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","SYNTHETIC ORGANIC TANNING SUBSTANCES; INORGANIC TANNING SUBSTANCES; TANNING PREPARATIONS,WHETHER OR NOT CONTAINING NATURAL TANNING SUBSTANCES; ENZYMATIC PREPARATIONS FOR PRE-TANNING ",Other: ,Enzymatic preparations for pre-tanning,HSN 3202 90 30,5
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","SYNTHETIC ORGANIC TANNING SUBSTANCES; INORGANIC TANNING SUBSTANCES; TANNING PREPARATIONS,WHETHER OR NOT CONTAINING NATURAL TANNING SUBSTANCES; ENZYMATIC PREPARATIONS FOR PRE-TANNING ",,Synthetic organic tanning substances,HSN 3202 10 00,18
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","SYNTHETIC ORGANIC TANNING SUBSTANCES; INORGANIC TANNING SUBSTANCES; TANNING PREPARATIONS,WHETHER OR NOT CONTAINING NATURAL TANNING SUBSTANCES; ENZYMATIC PREPARATIONS FOR PRE-TANNING ",Other: ,Other,HSN 3202 90 90,
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","TANNING EXTRACTS OF VEGETABLE ORIGIN; TANNINS AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES ",Other: ,Other,HSN 3201 90 90,
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","TANNING EXTRACTS OF VEGETABLE ORIGIN; TANNINS AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES ",Other: ,Myrobalan fruit extract,HSN 3201 90 20,18
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","TANNING EXTRACTS OF VEGETABLE ORIGIN; TANNINS AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES ",,Wattle extract,HSN 3201 20 00,5
"Chapter 32 : Tanning or dyeing extracts;tannins and their derivatives; dyes,pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","TANNING EXTRACTS OF VEGETABLE ORIGIN; TANNINS AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES ",Other: ,"Gallotannic acid (tannin, digallic acid)",HSN 3201 90 30,18
"Chapter 42 : Articles of leather; saddlery and harness;travel goods,handbags and similar containers;articles of animal gut (other than silk-worm gut)","ARTICLES OF GUT (OTHER THAN SILK- WORM GUT), OF GOLDBEATER?S SKIN, OF BLADDERS OR OF TENDONS ",,Other,HSN 4206 00 90,
"Chapter 42 : Articles of leather; saddlery and harness;travel goods,handbags and similar containers;articles of animal gut (other than silk-worm gut)","ARTICLES OF GUT (OTHER THAN SILK- WORM GUT), OF GOLDBEATER?S SKIN, OF BLADDERS OR OF TENDONS ",,For rackets,HSN 4206 00 10,18
